location,maxtempC,mintempC,FeelsLikeC,humidity,precipMM,sunHour,uvIndex,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,score,classificacao,amplitude_termica,tci,tci_mensal,melhor_estacao,melhor_estacao_score,Inverno_maxtempC,Inverno_mintempC,Inverno_FeelsLikeC,Inverno_humidity,Inverno_precipMM,Inverno_sunHour,Inverno_uvIndex,Inverno_calor_extremo,Inverno_frio_extremo,Inverno_chuva_extrema,Inverno_neve,Inverno_uv_extremo,Inverno_score,Inverno_classificacao,Inverno_amplitude_termica,Inverno_tci,Inverno_tci_mensal,Primavera_maxtempC,Primavera_mintempC,Primavera_FeelsLikeC,Primavera_humidity,Primavera_precipMM,Primavera_sunHour,Primavera_uvIndex,Primavera_calor_extremo,Primavera_frio_extremo,Primavera_chuva_extrema,Primavera_neve,Primavera_uv_extremo,Primavera_score,Primavera_classificacao,Primavera_amplitude_termica,Primavera_tci,Primavera_tci_mensal,Verão_maxtempC,Verão_mintempC,Verão_FeelsLikeC,Verão_humidity,Verão_precipMM,Verão_sunHour,Verão_uvIndex,Verão_calor_extremo,Verão_frio_extremo,Verão_chuva_extrema,Verão_neve,Verão_uv_extremo,Verão_score,Verão_classificacao,Verão_amplitude_termica,Verão_tci,Verão_tci_mensal,Outono_maxtempC,Outono_mintempC,Outono_FeelsLikeC,Outono_humidity,Outono_precipMM,Outono_sunHour,Outono_uvIndex,Outono_calor_extremo,Outono_frio_extremo,Outono_chuva_extrema,Outono_neve,Outono_uv_extremo,Outono_score,Outono_classificacao,Outono_amplitude_termica,Outono_tci,Outono_tci_mensal
Mesao Frio,"20,96","10,40","14,71","71,36","2,27","9,36","3,94","8,00","0,00","26,00","0,00","0,00","58,75",Aceitável,"34,00","45,54","     ano  mes   tci
0   2024    6  58.5
1   2024    7  46.5
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  54.0
5   2024   11  45.0
6   2024   12  37.0
7   2025    1  34.0
8   2025    2  35.0
9   2025    3  35.0
10  2025    4  43.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"76,47","13,90","5,95","8,36","78,59","2,76","7,15","2,75","0,00","0,00","10,00","0,00","0,00","45,50",Marginal,"17,00","35,33","    ano  mes   tci
0  2024   12  37.0
1  2025    1  34.0
2  2025    2  35.0","19,29","8,64","13,05","74,53","3,12","8,91","3,46","0,00","0,00","7,00","0,00","0,00","63,45",Bom,"32,00","45,17","    ano  mes   tci
0  2025    3  35.0
1  2025    4  43.0
2  2025    5  57.5","28,92","14,86","21,48","61,24","0,69","13,13","5,44","8,00","0,00","0,00","0,00","0,00","76,47",Muito Bom,"25,00","48,25","    ano  mes   tci
0  2024    6  58.5
1  2024    7  46.5
2  2024    8  40.0
3  2025    6  48.0","21,32","11,94","15,62","71,50","2,55","8,10","4,05","0,00","0,00","9,00","0,00","0,00","71,52",Muito Bom,"28,00","52,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  54.0
2  2024   11  45.0"
Alcanena,"22,05","11,32","15,43","73,17","1,99","9,08","4,08","22,00","0,00","10,00","0,00","1,00","58,57",Aceitável,"34,00","46,50","     ano  mes   tci
0   2024    6  57.5
1   2024    7  40.0
2   2024    8  37.0
3   2024    9  48.0
4   2024   10  56.0
5   2024   11  55.0
6   2024   12  38.5
7   2025    1  34.0
8   2025    2  35.0
9   2025    3  40.5
10  2025    4  55.0
11  2025    5  60.0
12  2025    6  48.0",Outono,"79,98","15,52","6,98","9,70","77,74","1,93","7,00","2,98","0,00","0,00","4,00","0,00","0,00","46,73",Marginal,"19,00","35,83","    ano  mes   tci
0  2024   12  38.5
1  2025    1  34.0
2  2025    2  35.0","20,13","9,76","13,78","77,20","3,28","8,23","3,69","1,00","0,00","4,00","0,00","0,00","64,92",Bom,"30,00","51,83","    ano  mes   tci
0  2025    3  40.5
1  2025    4  55.0
2  2025    5  60.0","30,18","15,56","21,78","64,89","0,18","13,42","5,49","20,00","0,00","0,00","0,00","1,00","69,40",Bom,"23,00","45,62","    ano  mes   tci
0  2024    6  57.5
1  2024    7  40.0
2  2024    8  37.0
3  2025    6  48.0","23,59","13,60","17,41","71,60","2,27","8,35","4,39","1,00","0,00","2,00","0,00","0,00","79,98",Muito Bom,"28,00","53,00","    ano  mes   tci
0  2024    9  48.0
1  2024   10  56.0
2  2024   11  55.0"
Lajes do Pico,"18,94","16,58","17,64","77,90","2,99","6,98","4,12","0,00","0,00","21,00","0,00","0,00","58,56",Aceitável,"19,00","44,23","     ano  mes   tci
0   2024    6  60.0
1   2024    7  58.5
2   2024    8  57.0
3   2024    9  53.0
4   2024   10  52.0
5   2024   11  38.0
6   2024   12  40.0
7   2025    1  34.5
8   2025    2  28.5
9   2025    3  32.0
10  2025    4  32.0
11  2025    5  41.5
12  2025    6  48.0",Verão,"84,95","16,37","14,09","14,49","78,47","4,70","4,64","3,59","0,00","0,00","9,00","0,00","0,00","40,52",Marginal,"11,00","34,33","    ano  mes   tci
0  2024   12  40.0
1  2025    1  34.5
2  2025    2  28.5","15,64","13,19","13,34","78,50","3,31","7,07","3,41","0,00","0,00","2,00","0,00","0,00","47,20",Marginal,"11,00","35,17","    ano  mes   tci
0  2025    3  32.0
1  2025    4  32.0
2  2025    5  41.5","22,78","20,23","22,49","78,55","1,29","9,76","4,94","0,00","0,00","0,00","0,00","0,00","84,95",Excelente,"12,00","55,88","    ano  mes   tci
0  2024    6  60.0
1  2024    7  58.5
2  2024    8  57.0
3  2025    6  48.0","20,75","18,64","20,00","75,93","2,88","6,02","4,51","0,00","0,00","10,00","0,00","0,00","72,57",Muito Bom,"11,00","47,67","    ano  mes   tci
0  2024    9  53.0
1  2024   10  52.0
2  2024   11  38.0"
Sao Roque do Pico,"18,94","16,58","17,64","77,90","2,99","6,98","4,12","0,00","0,00","21,00","0,00","0,00","58,56",Aceitável,"19,00","44,23","     ano  mes   tci
0   2024    6  60.0
1   2024    7  58.5
2   2024    8  57.0
3   2024    9  53.0
4   2024   10  52.0
5   2024   11  38.0
6   2024   12  40.0
7   2025    1  34.5
8   2025    2  28.5
9   2025    3  32.0
10  2025    4  32.0
11  2025    5  41.5
12  2025    6  48.0",Verão,"84,95","16,37","14,09","14,49","78,47","4,70","4,64","3,59","0,00","0,00","9,00","0,00","0,00","40,52",Marginal,"11,00","34,33","    ano  mes   tci
0  2024   12  40.0
1  2025    1  34.5
2  2025    2  28.5","15,64","13,19","13,34","78,50","3,31","7,07","3,41","0,00","0,00","2,00","0,00","0,00","47,20",Marginal,"11,00","35,17","    ano  mes   tci
0  2025    3  32.0
1  2025    4  32.0
2  2025    5  41.5","22,78","20,23","22,49","78,55","1,29","9,76","4,94","0,00","0,00","0,00","0,00","0,00","84,95",Excelente,"12,00","55,88","    ano  mes   tci
0  2024    6  60.0
1  2024    7  58.5
2  2024    8  57.0
3  2025    6  48.0","20,75","18,64","20,00","75,93","2,88","6,04","4,51","0,00","0,00","10,00","0,00","0,00","72,57",Muito Bom,"11,00","47,67","    ano  mes   tci
0  2024    9  53.0
1  2024   10  52.0
2  2024   11  38.0"
Santa Cruz da Graciosa,"18,94","16,58","17,64","77,90","2,99","6,98","4,12","0,00","0,00","21,00","0,00","0,00","58,56",Aceitável,"19,00","44,23","     ano  mes   tci
0   2024    6  60.0
1   2024    7  58.5
2   2024    8  57.0
3   2024    9  53.0
4   2024   10  52.0
5   2024   11  38.0
6   2024   12  40.0
7   2025    1  34.5
8   2025    2  28.5
9   2025    3  32.0
10  2025    4  32.0
11  2025    5  41.5
12  2025    6  48.0",Verão,"84,95","16,37","14,09","14,49","78,47","4,70","4,63","3,59","0,00","0,00","9,00","0,00","0,00","40,52",Marginal,"11,00","34,33","    ano  mes   tci
0  2024   12  40.0
1  2025    1  34.5
2  2025    2  28.5","15,64","13,19","13,34","78,50","3,31","7,07","3,41","0,00","0,00","2,00","0,00","0,00","47,20",Marginal,"11,00","35,17","    ano  mes   tci
0  2025    3  32.0
1  2025    4  32.0
2  2025    5  41.5","22,78","20,23","22,49","78,55","1,29","9,80","4,94","0,00","0,00","0,00","0,00","0,00","84,95",Excelente,"12,00","55,88","    ano  mes   tci
0  2024    6  60.0
1  2024    7  58.5
2  2024    8  57.0
3  2025    6  48.0","20,75","18,64","20,00","75,93","2,88","6,01","4,51","0,00","0,00","10,00","0,00","0,00","72,57",Muito Bom,"11,00","47,67","    ano  mes   tci
0  2024    9  53.0
1  2024   10  52.0
2  2024   11  38.0"
Lagoa,"18,94","16,58","17,64","77,90","2,99","6,98","4,12","0,00","0,00","21,00","0,00","0,00","58,56",Aceitável,"19,00","44,23","     ano  mes   tci
0   2024    6  60.0
1   2024    7  58.5
2   2024    8  57.0
3   2024    9  53.0
4   2024   10  52.0
5   2024   11  38.0
6   2024   12  40.0
7   2025    1  34.5
8   2025    2  28.5
9   2025    3  32.0
10  2025    4  32.0
11  2025    5  41.5
12  2025    6  48.0",Verão,"84,95","16,37","14,09","14,49","78,47","4,70","4,63","3,59","0,00","0,00","9,00","0,00","0,00","40,52",Marginal,"11,00","34,33","    ano  mes   tci
0  2024   12  40.0
1  2025    1  34.5
2  2025    2  28.5","15,64","13,19","13,34","78,50","3,31","7,07","3,41","0,00","0,00","2,00","0,00","0,00","47,20",Marginal,"11,00","35,17","    ano  mes   tci
0  2025    3  32.0
1  2025    4  32.0
2  2025    5  41.5","22,78","20,23","22,49","78,55","1,29","9,80","4,94","0,00","0,00","0,00","0,00","0,00","84,95",Excelente,"12,00","55,88","    ano  mes   tci
0  2024    6  60.0
1  2024    7  58.5
2  2024    8  57.0
3  2025    6  48.0","20,75","18,64","20,00","75,93","2,88","6,01","4,51","0,00","0,00","10,00","0,00","0,00","72,57",Muito Bom,"11,00","47,67","    ano  mes   tci
0  2024    9  53.0
1  2024   10  52.0
2  2024   11  38.0"
Velas,"18,94","16,58","17,64","77,90","2,99","6,98","4,12","0,00","0,00","21,00","0,00","0,00","58,56",Aceitável,"19,00","44,23","     ano  mes   tci
0   2024    6  60.0
1   2024    7  58.5
2   2024    8  57.0
3   2024    9  53.0
4   2024   10  52.0
5   2024   11  38.0
6   2024   12  40.0
7   2025    1  34.5
8   2025    2  28.5
9   2025    3  32.0
10  2025    4  32.0
11  2025    5  41.5
12  2025    6  48.0",Verão,"84,95","16,37","14,09","14,49","78,47","4,70","4,64","3,59","0,00","0,00","9,00","0,00","0,00","40,52",Marginal,"11,00","34,33","    ano  mes   tci
0  2024   12  40.0
1  2025    1  34.5
2  2025    2  28.5","15,64","13,19","13,34","78,50","3,31","7,07","3,41","0,00","0,00","2,00","0,00","0,00","47,20",Marginal,"11,00","35,17","    ano  mes   tci
0  2025    3  32.0
1  2025    4  32.0
2  2025    5  41.5","22,78","20,23","22,49","78,55","1,29","9,77","4,94","0,00","0,00","0,00","0,00","0,00","84,95",Excelente,"12,00","55,88","    ano  mes   tci
0  2024    6  60.0
1  2024    7  58.5
2  2024    8  57.0
3  2025    6  48.0","20,75","18,64","20,00","75,93","2,88","6,02","4,51","0,00","0,00","10,00","0,00","0,00","72,57",Muito Bom,"11,00","47,67","    ano  mes   tci
0  2024    9  53.0
1  2024   10  52.0
2  2024   11  38.0"
Torres Novas,"22,05","11,32","15,43","73,17","1,99","9,08","4,08","22,00","0,00","10,00","0,00","1,00","58,51",Aceitável,"34,00","46,50","     ano  mes   tci
0   2024    6  57.5
1   2024    7  40.0
2   2024    8  37.0
3   2024    9  48.0
4   2024   10  56.0
5   2024   11  55.0
6   2024   12  38.5
7   2025    1  34.0
8   2025    2  35.0
9   2025    3  40.5
10  2025    4  55.0
11  2025    5  60.0
12  2025    6  48.0",Outono,"79,75","15,52","6,98","9,70","77,74","1,93","7,00","2,98","0,00","0,00","4,00","0,00","0,00","46,73",Marginal,"19,00","35,83","    ano  mes   tci
0  2024   12  38.5
1  2025    1  34.0
2  2025    2  35.0","20,13","9,76","13,78","77,20","3,28","8,23","3,69","1,00","0,00","4,00","0,00","0,00","64,92",Bom,"30,00","51,83","    ano  mes   tci
0  2025    3  40.5
1  2025    4  55.0
2  2025    5  60.0","30,18","15,56","21,78","64,89","0,18","13,42","5,49","20,00","0,00","0,00","0,00","1,00","69,40",Bom,"23,00","45,62","    ano  mes   tci
0  2024    6  57.5
1  2024    7  40.0
2  2024    8  37.0
3  2025    6  48.0","23,59","13,60","17,41","71,60","2,27","8,35","4,39","1,00","0,00","2,00","0,00","0,00","79,75",Muito Bom,"28,00","53,00","    ano  mes   tci
0  2024    9  48.0
1  2024   10  56.0
2  2024   11  55.0"
Vila Nova da Barquinha,"22,05","11,32","15,43","73,17","1,99","9,07","4,08","22,00","0,00","10,00","0,00","1,00","58,51",Aceitável,"34,00","46,50","     ano  mes   tci
0   2024    6  57.5
1   2024    7  40.0
2   2024    8  37.0
3   2024    9  48.0
4   2024   10  56.0
5   2024   11  55.0
6   2024   12  38.5
7   2025    1  34.0
8   2025    2  35.0
9   2025    3  40.5
10  2025    4  55.0
11  2025    5  60.0
12  2025    6  48.0",Outono,"79,75","15,52","6,98","9,70","77,74","1,93","7,00","2,98","0,00","0,00","4,00","0,00","0,00","46,73",Marginal,"19,00","35,83","    ano  mes   tci
0  2024   12  38.5
1  2025    1  34.0
2  2025    2  35.0","20,13","9,76","13,78","77,20","3,28","8,23","3,69","1,00","0,00","4,00","0,00","0,00","64,92",Bom,"30,00","51,83","    ano  mes   tci
0  2025    3  40.5
1  2025    4  55.0
2  2025    5  60.0","30,18","15,56","21,78","64,89","0,18","13,40","5,49","20,00","0,00","0,00","0,00","1,00","69,40",Bom,"23,00","45,62","    ano  mes   tci
0  2024    6  57.5
1  2024    7  40.0
2  2024    8  37.0
3  2025    6  48.0","23,59","13,60","17,41","71,60","2,27","8,35","4,39","1,00","0,00","2,00","0,00","0,00","79,75",Muito Bom,"28,00","53,00","    ano  mes   tci
0  2024    9  48.0
1  2024   10  56.0
2  2024   11  55.0"
Entroncamento,"22,05","11,32","15,43","73,17","1,99","9,08","4,08","22,00","0,00","10,00","0,00","1,00","58,51",Aceitável,"34,00","46,50","     ano  mes   tci
0   2024    6  57.5
1   2024    7  40.0
2   2024    8  37.0
3   2024    9  48.0
4   2024   10  56.0
5   2024   11  55.0
6   2024   12  38.5
7   2025    1  34.0
8   2025    2  35.0
9   2025    3  40.5
10  2025    4  55.0
11  2025    5  60.0
12  2025    6  48.0",Outono,"79,75","15,52","6,98","9,70","77,74","1,93","7,00","2,98","0,00","0,00","4,00","0,00","0,00","46,73",Marginal,"19,00","35,83","    ano  mes   tci
0  2024   12  38.5
1  2025    1  34.0
2  2025    2  35.0","20,13","9,76","13,78","77,20","3,28","8,23","3,69","1,00","0,00","4,00","0,00","0,00","64,92",Bom,"30,00","51,83","    ano  mes   tci
0  2025    3  40.5
1  2025    4  55.0
2  2025    5  60.0","30,18","15,56","21,78","64,89","0,18","13,42","5,49","20,00","0,00","0,00","0,00","1,00","69,40",Bom,"23,00","45,62","    ano  mes   tci
0  2024    6  57.5
1  2024    7  40.0
2  2024    8  37.0
3  2025    6  48.0","23,59","13,60","17,41","71,60","2,27","8,35","4,39","1,00","0,00","2,00","0,00","0,00","79,75",Muito Bom,"28,00","53,00","    ano  mes   tci
0  2024    9  48.0
1  2024   10  56.0
2  2024   11  55.0"
Golega,"22,05","11,32","15,43","73,17","1,99","9,08","4,08","22,00","0,00","10,00","0,00","1,00","58,51",Aceitável,"34,00","46,50","     ano  mes   tci
0   2024    6  57.5
1   2024    7  40.0
2   2024    8  37.0
3   2024    9  48.0
4   2024   10  56.0
5   2024   11  55.0
6   2024   12  38.5
7   2025    1  34.0
8   2025    2  35.0
9   2025    3  40.5
10  2025    4  55.0
11  2025    5  60.0
12  2025    6  48.0",Outono,"79,75","15,52","6,98","9,70","77,74","1,93","7,00","2,98","0,00","0,00","4,00","0,00","0,00","46,73",Marginal,"19,00","35,83","    ano  mes   tci
0  2024   12  38.5
1  2025    1  34.0
2  2025    2  35.0","20,13","9,76","13,78","77,20","3,28","8,23","3,69","1,00","0,00","4,00","0,00","0,00","64,92",Bom,"30,00","51,83","    ano  mes   tci
0  2025    3  40.5
1  2025    4  55.0
2  2025    5  60.0","30,18","15,56","21,78","64,89","0,18","13,41","5,49","20,00","0,00","0,00","0,00","1,00","69,40",Bom,"23,00","45,62","    ano  mes   tci
0  2024    6  57.5
1  2024    7  40.0
2  2024    8  37.0
3  2025    6  48.0","23,59","13,60","17,41","71,60","2,27","8,35","4,39","1,00","0,00","2,00","0,00","0,00","79,75",Muito Bom,"28,00","53,00","    ano  mes   tci
0  2024    9  48.0
1  2024   10  56.0
2  2024   11  55.0"
Alijo,"19,56","10,47","14,11","65,81","1,84","9,16","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,03","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,81","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,13","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
Penedono,"19,56","10,47","14,11","65,81","1,84","9,14","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,02","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,74","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,13","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
Sao Joao da Pesqueira,"19,56","10,47","14,11","65,81","1,84","9,15","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,02","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,79","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,13","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
Ribeira de Pena,"19,56","10,47","14,11","65,81","1,84","9,17","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,03","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,87","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,10","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
Peso da Regua,"19,56","10,47","14,11","65,81","1,84","9,15","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,02","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,79","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,11","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
Moimenta da Beira,"19,56","10,47","14,11","65,81","1,84","9,14","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,03","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,74","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,13","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
Vila Real,"19,56","10,47","14,11","65,81","1,84","9,15","3,83","9,00","0,00","11,00","0,00","0,00","58,48",Aceitável,"35,00","43,12","     ano  mes   tci
0   2024    6  58.5
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  60.0
4   2024   10  42.0
5   2024   11  44.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  28.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"73,92","11,47","5,10","6,98","75,57","1,99","6,83","2,40","0,00","0,00","4,00","0,00","0,00","46,64",Marginal,"17,00","28,17","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  28.0","17,43","8,27","11,94","70,15","2,77","8,03","3,27","0,00","0,00","3,00","0,00","0,00","59,89",Aceitável,"31,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","29,92","16,75","22,76","49,57","0,19","13,80","5,79","9,00","0,00","0,00","0,00","0,00","73,92",Muito Bom,"24,00","48,62","    ano  mes   tci
0  2024    6  58.5
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","19,74","11,94","15,02","67,41","2,33","8,11","3,93","0,00","0,00","4,00","0,00","0,00","68,49",Bom,"23,00","48,67","    ano  mes   tci
0  2024    9  60.0
1  2024   10  42.0
2  2024   11  44.0"
